epoch,step,train_MAE,train_loss,valid_MAE,valid_loss
0,12,,,4.351624011993408,18.936630249023438
0,12,4.5938615798950195,,,
1,25,,,0.6931626200675964,0.4804745018482208
1,25,2.1876518726348877,,,
2,38,,,0.5853849053382874,0.34267550706863403
2,38,1.1554197072982788,,,
3,49,,0.26579856872558594,,
3,51,,,0.5045751929283142,0.25459617376327515
3,51,0.5334683060646057,,,
4,64,,,0.274247407913208,0.07521164417266846
4,64,0.28576523065567017,,,
5,77,,,0.11494886130094528,0.013213245198130608
5,77,0.1517362743616104,,,
6,90,,,0.018098559230566025,0.0003275624185334891
6,90,0.07820968329906464,,,
7,99,,0.002215968444943428,,
7,103,,,0.024958016350865364,0.0006229072459973395
7,103,0.03731948137283325,,,
8,116,,,0.022583963349461555,0.0005100399721413851
8,116,0.0216504018753767,,,
9,129,,,0.002184244804084301,4.775464731210377e-06
9,129,0.01136082224547863,,,
10,142,,,0.005812820512801409,3.379342524567619e-05
10,142,0.005245616659522057,,,
11,149,,2.109606793965213e-05,,
11,155,,,0.00018831799388863146,4.0002714030151765e-08
11,155,0.0032906238920986652,,,
12,168,,,0.0012843041913583875,1.653976141824387e-06
12,168,0.0014404881512746215,,,
13,181,,,0.00010998547077178955,1.6574281502812482e-08
13,181,0.0009749787277542055,,,
14,194,,,0.00017518093227408826,3.522740144035197e-08
14,194,0.0008016845094971359,,,
15,199,,9.121154107560869e-07,,
15,207,,,0.0003447859489824623,1.2341638466750737e-07
15,207,0.0007799803861416876,,,
16,220,,,0.00026523778797127306,7.489013142958356e-08
16,220,0.0008141385624185205,,,
